RUN	com.gatling.tests.JsonPlaceholderAPIs_CSVFeeder	jsonplaceholderapis-csvfeeder	1643729248505	 	3.6.1
USER	using csv feeder code for JosnPlaceholderAPIs	START	1643729250264
REQUEST		GetAResource	1643729250328	1643729250500	OK	 
REQUEST		GetAResource	1643729250612	1643729250654	OK	 
REQUEST		GetAResource	1643729250657	1643729250702	OK	 
REQUEST		GetAResource	1643729250706	1643729250742	OK	 
REQUEST		GetAResource	1643729250745	1643729250783	OK	 
REQUEST		GetAResource	1643729250787	1643729250825	OK	 
REQUEST		GetAResource	1643729250827	1643729250869	OK	 
REQUEST		GetAResource	1643729250870	1643729250916	OK	 
REQUEST		GetAResource	1643729250917	1643729250955	OK	 
REQUEST		GetAResource	1643729250957	1643729251001	OK	 
USER	using csv feeder code for JosnPlaceholderAPIs	END	1643729251005
